Response Time (ns)
264642500
342231700
342638400
344096500
340980100
343668200
343821200
342564200
343464200
179405700
165772600
166745700
166128500
166942500
167791400
166438000
166848800
166662000
165496100
651109700
165399600
165514300
166539400
165364600
166595000
166488200
166615900
165475800
165698100
166820500
165041300
165043500
165061300
164893600
165033800
167111800
166090400
165568100
163539200
167968400
167970500
167071800
167979400
167483800
165416400
167308700
172333500
468388800
162567900
166021200
164070600
166565200
166041300
166551300
166616600
167855700
165292400
164126700
164896000
166224000
166359300
166326100
166505700
166483500
166016600
165408200
163626800
164304800
163927100
164030200
165112000
165161200
165159400
168401300
166394900
472036300
166569700
165530100
163946000
168330800
166163700
170607200
171375100
166692000
163595000
164087800
165295400
165300900
166756600
167896100
166407200
164232700
469687100
162923100
164375300
163057900
475096100
164004000
164349600
163195600
