Response Time (ns)
27947700
3023100
2878500
3024600
2452600
2327300
2491600
3855400
2525700
2099000
2367600
2047700
2260900
2031400
2244500
3013100
2221200
2463100
2177600
2442900
2225100
2087200
2544100
2564000
2318400
2270800
2056300
2397200
2327200
2544500
2486600
2116000
2331600
2369500
1635600
1604900
2037900
1861800
1708400
1381400
1713800
1817600
1414600
1462200
1617700
1484300
1730900
2145400
1668700
1633100
1427100
1576600
1557500
1544500
1656000
1760000
1485600
1789300
1767500
1749300
1864400
1759400
1849100
1403300
1577000
1642400
1327900
1609700
1378600
1373200
1224000
1111800
1333100
1752200
1616100
1680700
1822700
1532200
1817200
1671200
1596500
1495700
1777500
1621100
1964100
1863700
1774300
1653100
1660500
1656100
1728600
1675900
1620700
2061500
3402200
2861000
1890200
1994000
1550200
1463000
