Response Time (ns)
125572700
41063100
40841200
41293600
38490400
38126000
39899700
45573000
43322300
42432500
37685600
38025200
37698100
40190600
40149900
40050400
39430300
40296300
43492300
43392000
40031300
40186400
41241400
39332800
41617100
42383400
39118600
41899400
40224400
39334400
40778100
36372100
42582600
37073100
39568600
41166900
38872700
38290800
44031900
39498000
38988700
38869100
43421600
40114900
41996000
44320100
38039600
41088300
38872700
39277800
38506300
38213800
38663000
40823700
40019200
38862000
38122100
37849700
36988800
38558500
38977400
40612000
39114700
38801100
38092700
40927900
38878900
37618800
38556300
40156200
38446300
41737100
38254700
39056900
38625200
41507300
39505000
38607800
37773800
38529800
40584100
39900900
39319100
39730000
38994900
45967400
43705700
40036400
44193500
40391200
37831900
40858200
42471300
38820500
38462000
38556500
40706400
39027900
42649600
38249300
