Response Time (ns)
14281200
14531300
14569000
14964200
15212100
15746100
16585900
16319600
1892100
18095200
1707200
1926600
1533100
1679700
6596000
21004000
1594700
7733200
1757300
2433200
7456400
1543400
8881200
8560800
3247500
2750100
5911800
8602600
2981300
13002100
3481100
3233600
2505500
6070400
1871000
5533200
6450600
6700900
1802600
4700600
1658900
1653800
1638300
1523000
1491000
1426800
10439400
8847600
1545000
10973300
13344900
1675000
9115200
9621100
10018800
12203100
4867400
5145500
4190700
4452400
4400700
3650500
2812300
6600000
2957000
6617900
2495300
3243200
5368800
2758800
3571000
7102500
1943600
2788200
1394600
2904700
2385300
2118100
2353800
4793900
3178200
1470000
1641600
3483500
3186300
4160200
3097500
3683500
2577600
2517700
3084000
3058300
3378100
4037100
3810000
2759600
3312800
2679000
5050700
2870000
