Response Time (ns)
68205800
82768700
82314400
82320200
84975100
87185200
87456000
87607400
87365900
94184600
39181600
35575700
35478600
37736700
35539500
36428000
38780300
38782700
38554300
41505800
41965300
35929900
36012500
36127000
36153400
37159900
37725500
37726500
40187800
37397700
40116700
35214700
37617500
37714200
37388900
37010300
36548600
36637000
37306700
38105500
37934900
36137400
35941800
38265200
36208400
35112600
35193400
37404800
43275100
37932700
39090700
36865100
40304300
38077500
40306600
35633400
37763100
37961300
38497900
38447300
36972500
38145900
36934700
36953800
37004800
37438000
37426400
37619500
39937600
37790800
37886400
37894600
37894600
39375000
35853800
40606100
40104200
40120500
35692500
37882800
37242600
37244000
37246200
37952900
37965300
37967400
37124700
37124800
42112300
40715200
39400900
41768400
44003100
43932100
43950200
44047000
40429800
40487400
38394300
37700300
