Response Time (ns)
7351400
5246800
1544600
9534500
1656500
2058399
8616900
11429700
9711400
10584400
1407700
1982899
1594399
1393500
1579200
2570900
1631600
6840900
5164401
4889800
2936000
3879800
7044300
2042700
2071299
2490001
2189800
1829400
1690400
1867700
1758999
1384700
1887500
1364400
1607200
1740400
1923601
2105900
1751000
1617199
1643300
9709500
1320500
1442800
11447300
1276399
1516400
1629499
10382999
1407100
2170299
1490000
1456399
12896700
2344300
1361300
2856201
2139100
1288400
4976601
1495200
3876400
1539200
1401501
1942099
1496401
3663900
1363800
1438000
1665300
3453101
1473000
1722100
1737700
3862899
2481900
2150800
3600300
2597900
5567000
1279601
1248201
5266500
3246599
1543800
1111400
1484600
1588199
1585100
3708200
7606801
1352200
6434500
2641000
1343599
6358501
1310499
1672101
4409900
4674600
9236600
3537501
2523600
1142100
1852800
1385300
1225699
1125701
536099
506599
453699
3693400
563400
542400
464700
474800
537600
668699
4065801
551401
533800
4324800
5452900
462501
512200
501300
452500
487000
455500
536700
2058399
4137099
7869900
638001
1370999
3955600
1626900
3727200
1447700
3031600
529200
3775200
532401
3285801
486101
499400
626600
603999
595599
6680000
5182700
4758700
5452099
1565300
1995199
1498899
3098400
1249000
1131700
1111899
1245800
72095400
1024601
1167101
67843000
1421300
69429299
463200
866100
2123401
1324000
2199499
2041199
2328800
1808700
1198401
2326101
1228900
1531299
2563801
3154300
975099
1416700
3845100
2257899
1064399
845199
920300
2549600
814799
1604800
3045400
942200
653600
2447200
582800
1378201
1914800
1285300
1350700
1900500
1283900
1711301
1620899
1712001
2105000
1637000
1183101
1289001
1981900
2998501
2085500
1547300
1524800
1828800
832601
1097999
1243201
862601
783999
1862499
3200800
608601
708900
608900
822900
738000
2883200
1062000
1306700
1667599
735700
934800
666999
1440000
1584600
1801400
576999
738901
679701
1584400
506200
559699
1212000
559400
912700
769100
1403700
890301
646101
894600
1339599
1844600
1443000
936700
1533000
558300
1245200
3040901
927499
1061999
1125700
850900
480801
973700
519000
434301
1668400
504500
1638001
395700
364799
1487900
455799
966000
381201
404300
1018799
845900
449400
998300
1253900
1585101
1386301
1266800
1271000
520900
480500
1162400
635999
520100
1114600
491500
572900
1249299
433100
429600
893200
439000
528000
