Response Time (ns)
720507400
937598400
938110600
937721200
938056900
982844700
981977600
984039000
985855300
1015679200
467030700
460884100
462027200
461028500
465757900
485851600
485666700
487308200
486150500
508529600
458898000
458676100
458837700
458839500
460017800
486771400
486267200
488045300
489245500
503757600
465650900
460227200
465765500
460016800
465790700
486474800
486744400
484548100
485980500
500899500
458688700
460473300
460051600
460067300
462495600
489440300
489447000
486834700
488800800
460527900
507958200
459665200
457397900
458864800
461769300
489416100
489960800
489981300
490808900
471924700
503380000
458757300
456341500
457759100
459949500
488354900
488342200
488842100
486514700
456946600
501596700
457213000
458982500
459498400
461918000
473216600
489704500
489707200
489733800
456682000
502254500
459249100
460726200
462615700
488149800
458238600
462244400
487839000
487827600
487839700
507032800
460343000
462290000
463638300
488108200
459645900
487455500
487472200
488249000
512712700
