Response Time (ns)
701669000
928299100
928623500
929215900
931573100
953264900
956546000
959963500
1009275700
1010018000
459264000
465711800
466535400
465748400
468653900
475361300
496741500
494196900
516968600
516096500
470998600
463222000
468804500
468805000
468945000
486592600
482752800
483760900
506081700
506109300
461490400
460759400
462527400
462688200
462640800
472247600
473511400
473986300
503307800
503348200
460829400
459886000
460407400
461656900
461584000
473690600
477551400
479065100
461996200
487910700
506160000
461679100
468887200
468931700
512094400
479694600
481123500
481118400
460517200
465175300
513307400
462103300
461846700
471160400
511448900
477010500
479171800
479192900
465389600
467840500
510570100
460999300
458242000
463194100
492473400
500237600
477883900
479774900
460704900
458407400
512370900
464945800
470117900
462966700
485101600
479269400
499076800
500846700
480165100
476407200
502747500
468503800
465184500
466960100
476445100
475661900
474058800
500691000
458068600
457431300
457558500
458158700
458217000
506372200
474362700
474779700
473321400
458173300
457970900
499561000
468909700
459632800
458686400
510963100
473144000
474990900
475911900
461229100
464614600
503640500
459112200
459471900
462477400
501189300
476716400
479056700
473611300
457125200
456742800
503984600
456687900
457558000
457950200
501398800
473332500
458332000
474368100
471975000
458050300
498445600
459411300
458440500
456533800
499910600
460465100
479572200
456448500
470855600
473524800
500832800
461615400
460466100
457614300
461743500
458281400
501327400
471791700
473115000
475107500
461836900
461852300
502452500
480058500
459361200
456767000
457793200
470801300
471373100
473063900
459592300
459618100
500067900
502209200
464286300
464303200
466010300
473056500
472995800
474437000
466511900
467767600
501802500
502532100
460625100
460782400
460795700
478200300
474329000
478990600
458526800
459769800
230466600
510411000
509514900
466329200
238172200
246178200
476714700
246204000
474547600
480204100
476251000
250942300
239819900
239849500
237578700
237623200
237472200
236866300
238012000
515125200
249907600
229039800
229035700
228625300
228695700
467107300
235113500
234922200
236267700
287785900
237098000
237096800
229193900
289114700
230425000
236028000
235545500
237386100
229613400
229654100
228404300
229656900
460210000
249844500
249624500
235242700
235103900
236268400
234239600
234233500
234236100
234273100
250073900
251172000
236951900
234594600
235635700
235177300
235188100
235191600
235225700
467422400
250359900
250417500
235874900
235893600
236756000
229956900
229876600
230164800
230196500
250374800
251327800
236373400
236256800
236581800
228522100
228531400
228527100
228542900
458762700
235272000
248872500
249086900
235751800
239716100
229874600
229876800
229896300
236959200
236271600
251509700
251517300
236058700
230153400
461395700
238600900
238233300
236595700
249885400
252972200
249629400
460755300
252409800
460113800
459509500
460095400
460836800
458407500
