Response Time (ns)
741574900
461006000
460604000
461219600
460599900
461693900
464187500
464253300
461885200
462242200
464857700
473403700
472540900
461613600
465638900
465783000
461073900
464976000
463015100
459906200
460213400
462705300
463401200
461593200
462108300
462406700
460758800
468662300
463590900
460254100
461682300
460437400
462571300
459408800
461089300
466964000
460027300
461481700
461711800
463280500
461171800
462877400
459742600
459321100
461555800
457404500
458129200
460219400
461015100
463959100
463404600
462848300
461910900
468156400
458682400
460891500
465954800
461391400
464721800
463345000
464054300
464501000
460557300
459988500
461672900
464355200
461466500
465992000
468964500
465176900
458991000
460211500
459123100
459798100
459998100
459616900
459019100
458550000
460761300
459581000
458716600
459429400
461786700
459930400
462903600
461768900
463862300
459225900
466250400
461058700
465148300
462342500
461133000
460784600
461495900
461752400
461584500
458877400
461367900
459843300
